education_id,title,description,date_range,candidate_id,degrees_amt
2578,Drexel University,"PhD (Dissertation in progress), Educational Leadership",2005 – 2012,3373,6
2579,Drexel University,"PhD, Information Science",1995 – 2000,3373,6
2580,University of Michigan,"Doctor of Architecture, Computer applications in architecture",1983 – 1985,3373,6
2581,Oklahoma State University,"Master of Architecture (M.Arch.), Architectural Technology",1972 – 1974,3373,6
2582,Oklahoma State University,"Bachelor of Architecture (B.Arch.), Architecture",1969 – 1972,3373,6
2583,Lehigh University,"Duel Bachelor of Engr & Bachelor of Fine Arts, Metallurgical Engineering & Architecture",1967 – 1969,3373,6
2584,UCLA,"BS, Systems Engineering",,3374,2
2585,"University of California, Los Angeles",,,3374,2
2586,Rensselaer Polytechnic Institute,"Bachelor of Science (B.S.), Computer Science",1997 – 2001,3375,1
2587,Taylor University,"BS, Business/Computer Science",1976 – 1980,3376,2
2588,W.P. Davidson,,1972 – 1976,3376,2
2589,University of Le Havre,"B.S, Computer Science",,3377,1
2590,University of Kansas,"Master's degree, Computer Engineering",1998 – 2000,3378,2
2591,Andhra University,"B.S, Mechanical Engineering",1993 – 1997,3378,2
2592,The George Washington University Law School,"JD, Law",2002 – 2006,3379,2
2593,University of Rochester,"BS, Mechanical Engineering. French Minor, Certificate in International Relations",1988 – 1993,3379,2
2594,The George Washington University School of Business,"MBA, International Business",1990 – 1992,3380,2
2595,Ohio University,"BBA, Management Information Systems",1984 – 1988,3380,2
2596,The Johns Hopkins University,"Master's Degree, Computer Science",,3381,2
2597,University of Maryland College Park,"Bachelor's Degree, Computer Engineering",,3381,2
2598,Novosibirsk State University (NSU),"Master, Physics & Applied Mathematics",1970 – 1975,3383,1
2599,Strayer University-Maryland,"Bachelor of Science (BS), Information Systems/Database Management",2013,3386,1
2600,The University of Texas at Austin,"MBA, Strategic Marketing",2006 – 2008,3387,2
2601,Cornell University,"Bachelor of Science - Engineering, Operations Research and Industrial Engineering",1994 – 1998,3387,2
2602,University of Virginia - Darden Graduate School of Business Administration,"Master of Business Administration (M.B.A.), Business Administration and Management, General",2004 – 2006,3388,2
2603,Washington and Lee University,"BA, Computer Science",1992 – 1997,3388,2
2604,The George Washington University,"MS, Computer Science",2001,3389,1
2605,Mysore University,"MS, Computer Science",1989 – 1995,3390,2
2606,University of Mysore,"BS, Physics, Maths, Chemistry",1987 – 1989,3390,2
2607,St. Mary's University,Computer Science,2002 – 2003,3391,3
2608,The University of Texas at Arlington,Computer Networks,2004 – 2005,3391,3
2609,St. Mary's University,"Bachelor of Science (B.S.), Computer Science",1997 – 2001,3391,3
2610,The Cooper Union for the Advancement of Science and Art,"BSE, Computer Engineering",1991 – 1996,3392,1
2611,Rose-Hulman Institute of Technology,"BS, Computer Science",1995 – 1999,3393,1
2612,NYU Stern School of Business,"MBA, Finance, Management",2002 – 2005,3394,2
2613,The University of Georgia,"BS, Computer Science",1993 – 1997,3394,2
2614,Trinity University,"B.A., Philosophy / Biology",1983 – 1987,3395,1
2615,Georgetown University,Certificate in Executive Coaching,2009 – 2009,3396,3
2616,Loyola University Maryland,"MBA, Finance, International Business",1997 – 2000,3396,3
2617,University of Maryland,"BS, Engineering",1982 – 1987,3396,3
2618,Computer / Other technology specific studies.,"Associates, Information Systems",,3397,1
2619,University of Nebraska - Lincoln,"Bachelor, Accounting and Finance",August 1991 – May 1995,3398,2
2620,University of Oxford,"Bachelors, International Economics",1994 – 1994,3398,2
2621,Somerset Community College,"Associate's Degree, Computer Software Engineering",2006 – 2009,3399,3
2622,Pulaski County High School,"Comprehensive High School Diploma, Basic Computer Skills",2003 – 2006,3399,3
2623,Missouri Auction School,"Diploma, Auctioneering",2017,3399,3
2624,Florida A&M University,Computer and Information Sciences and Support Services,1989 – 1995,3400,1
2625,Universidad de los Andes - Colombia,"Maestría, Ingeniería de software",2014 – 2016,3401,2
2626,Universidad de Los Andes,"Ingeniero de Sistemas y Computación, Opción en Computación Visual",2005 – 2010,3401,2
2627,Universidad Distrital Francisco José de Caldas,"Systems enginner, Engineering",2000 – 2005,3402,2
2628,Universidad Nacional de Colombia,"Master's degree, Computer Science",2007,3402,2
2629,"University of California, Berkeley, Haas School of Business","Master's Degree, Financial Engineering (MFE)",2014 – 2015,3403,4
2630,CFA Institute,CFA Level 3 cleared,2010 – 2013,3403,4
2631,Birla Institute of Technology and Science,"B.E., Computer Science",2005 – 2009,3403,4
2632,Sanskriti School,,2001 – 2005,3403,4
2633,University of Madras,"B.S, Engineering",1993 – 1997,3404,2
2634,"Don Bosco, Egmore",,,3404,2
2635,UDELAR,Computer Engineering,2000 – 2018,3405,2
2636,Facultad de Ingeniera Uruguay,,,3405,2
2637,Facultad de Ingenieria/Centro Universitario Regional Este,"Tecnologo en Informatica (studying), IT",2014 – 2020,3406,7
2638,Facultad de Ingenieria/Centro Universitario Regional Este,"IT, ""Taller de Programacion""",2017 – 2017,3406,7
2639,Instituto Bios,"Programmer Php y MySQL, Programación informática",2009 – 2009,3406,7
2640,University of Cambridge,"First Certificate in English, Idiomas",2005 – 2005,3406,7
2641,Ministério da Educação/Secretaria de Educação Superior,"Proficiência em Lingua Portuguesa para Estrangeiros, Idiomas",2009 – 2010,3406,7
2642,Emi Educa,"Seminario Atención al Cliente, Tecnología informática/Tecnología de sistemas informáticos",2007 – 2007,3406,7
2643,EI Escuela de Informatica,"Usuario Básico de PC - Ambiente Windows, Computacion",2002 – 2002,3406,7
2644,Universidad Tecnológica Nacional,"Tecnicatura Superior en Programación, Tecnología/Técnico de software informático",2014 – 2017,3407,3
2645,Instituto RA,"Analista de Sistemas , Programación",2009 – 2013,3407,3
2646,Universidad Empresarial 'Siglo 21'​,"Certificación Internacional en Desarrollo de Software y Programación Segura, Computer and Information Systems Security/Information Assurance",2017 – 2018,3407,3
2647,Universidad ORT Uruguay,"Engineer, Software Engineering",2000 – 2012,3408,2
2648,Liceo Nº 1 - Liceo Deptal de Maldonado,,1991 – 2000,3408,2
2649,Universidad de la República,"Grado en Ingeniería, Ingeniería informática",2007,3409,1
2653,Universidad ORT Uruguay,Analista de Sistemas,1993 – 1996,3411,1
2654,Universidad ORT Uruguay,"IT Analyst, Information Technology",2016 – 2018,3412,4
2655,BIOS,"Web Net Programmer, Information Technology",2015 – 2016,3412,4
2656,IPA,Teaching English as a Second or Foreign Language/ESL Language Instructor,2004 – 2014,3412,4
2657,University of Michigan,"ECPE, Foreign Languages and Literatures, General",,3412,4
2660,Universidad de las Ciencias Informáticas,"Engineer's degree, Computer and Information Sciences and Support Services",2008 – 2013,3414,1
2663,Universidad ORT Uruguay,"IT Management, Information Technology",1995 – 2003,3417,3
2664,Universidad ORT Uruguay,"Telecomunication Engineer, Engineering",1994 – 2002,3417,3
2665,Colegio y Liceo Sagrada Familia,"High School, graduate",1980 – 1992,3417,3
2666,Universidad de la República,Ingeniería en Computación,2009 – 2018,3418,2
2667,FCEA - Facultad de Ciencias Económicas y de Administración,"Licentiate degree, Economics",2020,3418,2
2668,Instituto CTC,Programming Analyst,2008 – 2010,3419,1
2669,Universidad ORT Uruguay,Computer Systems Engineer's Degree with Honors,2005 – 2014,3420,5
2670,Universidad ORT Uruguay,"Visual Basic .Net Development, Development",2005 – 2005,3420,5
2671,Universidad ORT Uruguay,"Java Language, Development",2004 – 2004,3420,5
2672,ANGLO,"Proficiency (CPE), English",,3420,5
2673,MongoDB University,"M101J: MongoDB for Java Developers, Database",2015 – 2015,3420,5
2681,Universidad de la República,"Postgrado, Administracion de Empresas",2000 – 2000,3424,3
2682,Universidad de la República,"Postgrado, Investigacion Informatica PEDECIBA",1992 – 1992,3424,3
2683,Universidad de la República,"Grado, Ingeneria de Sistemas",1986 – 1992,3424,3
2684,Universidad ORT Uruguay,Analyst in Information of Technology,2016 – 2017,3425,2
2685,Universidad ORT Uruguay,"Web programmer, Programación informática",2012 – 2015,3425,2
2686,Universidad ORT Uruguay,,1997 – 2003,3426,2
2687,Commitment - Soft Skills para Project Leaders de TI,"Skills para Project Leaders de TI, Soft Skills para Project Leaders de TI",2010 – 2010,3426,2
2691,Universidad Arturo Michelena,"Ing. Electrónico, Mención Mecatrónica",2005 – 2009,3429,1
2692,"Universisdad de Ciencias Informaticas, Cuba","Engineer's degree, Computer Software Engineering",2005 – 2011,3430,1
2693,"Universidad Tecnólogica de La Habana ""Jose Antonio Echeverría"", CUJAE","Bachelor of Engineering - BE, Computer Software Engineering",2005 – 2011,3431,1
2694,Universidad ORT Uruguay,"., Computer Engineering",2017,3432,2
2695,Universidad de la República,Computer Engineering,2005,3432,2
2696,Universidad ORT Uruguay,Ingeniería de sistemas,2012 – 2018,3433,2
2697,Universität Paderborn,Computer Science,2016 – 2017,3433,2
2698,Universidad de la República,Computer Engineering,2014 – 2020,3434,1
2702,Universidad ORT Uruguay,"Bachelor of Engineering (BEng), Computer Software Engineering",2014 – 2019,3436,2
2703,Paderborn University,Master of Engineering - MEng,2017 – 2018,3436,2
2704,Alter Way training centre in Paris,"PHP, MySQL, web-oriented formation, Web Development",2010 – 2011,3437,4
2705,"Apprenticeship training centre in Nancy, France.",Professional Baccalaureate (Digital Electronic System) - option: networks and computer systems,2005 – 2007,3437,4
2706,"Industrial Training and Apprenticeship Centre in Thaon, France.",Certificate of Professional Studies (Electrical Engineering),2003 – 2005,3437,4
2707,"Apprentice training centre in Lille, France",Certificate of professional competence (IEE),2000 – 2002,3437,4
2708,Universidad de la República,Ingeniería,2016 – 2020,3438,1
2711,Universidad ORT Uruguay,Information Technology Analyst,2006 – 2010,3440,1
2712,FCEA - Facultad de Ciencias Económicas y de Administración,"Bachelor's degree, Economics",2019 – 2022,3441,2
2713,Alianza PRO,"Business development and management , Entrepreneurship/Entrepreneurial Studies",2017 – 2017,3441,2
2716,Universidad de la República,Ingeniero en Computación,,3443,2
2717,Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'​,Diploma de Perfecc. Profesional en Gestión Educativa,,3443,2
2721,Universidad ORT Uruguay,Analyst,2009 – 2011,3445,5
2722,Universidad ORT Uruguay,Oriented Object Developer,2009 – 2010,3445,5
2723,Universidad ORT Uruguay,Genexus Evolution 1,2010 – 2010,3445,5
2724,Universidad de la República,"Ciencias de la comunicación, Comunicación Organizacional",2011 – 2014,3445,5
2725,Circulo informático,"Tecnico, Reparación de pc y administración de redes",2007 – 2008,3445,5
2726,University of Havana,"Bachelor of Science (B.Sc.), Computer Science",2010 – 2015,3446,2
2727,IPVCE Vladimir Ilich Lenin,"Bachelor's degree, Science",2007 – 2010,3446,2
2728,Universidad Tecnológica Nacional,"Eng., Information Technologies",1995 – 2000,3447,2
2729,PMI - Montreal,"PMP, Project Management",2006 – 2006,3447,2
2730,Universidad Católica del Uruguay 'Dámaso Antonio Larranaga',"Bachelor of Science (B.S.), Electrical and Electronics Engineering",2009 – 2014,3448,1
2731,Universidad de la República,,,3449,1
2732,Universidad de la República,Computer Engineer,2006,3450,1
2734,University of Informatic Science,"Engineer’s Degree, Informatic Science",2008 – 2013,3452,1
2740,Universidad de la República,Analista en Computación,2000 – 2008,3455,1
2741,UTU,"Tecnico, Electrical and Electronics Engineering",2000 – 2003,3456,1
2742,Universidad ORT Uruguay,"Programmer Analyst, Computer Science",1999 – 2003,3457,1
2743,Universidad de la República,"Licentiate degree, Philosophy",2014 – 2018,3458,6
2744,Universidad ORT Uruguay,Android Mobile Application,2014 – 2015,3458,6
2745,University of London,Creative Programming for Digital Media & Mobile Apps,2013 – 2014,3458,6
2885,Universidad ORT Uruguay,"Bachelor of Science - BS, Computer Science",1996 – 2001,3524,2
2746,Université Stendhal (Grenoble III),Master IC spécialité Audiovisuel et médias numériques,2003 – 2005,3458,6
2747,INA francia,INA Production audiovisuelle,2001 – 2003,3458,6
2748,College of Music - Uruguay,Classical Guitar,1996 – 2000,3458,6
2749,Universidad de la República - Facultad Ingenieria,"Magister, Information Technology | DevOps",2020 – 2022,3459,3
2750,Universidad de la República,"Ingeniero en Computación, Operating Sistems, Networks",2014,3459,3
2751,Universidad de la República,"Analista, Computación",2002 – 2012,3459,3
2752,Universidad ORT Uruguay,"ATI, Information Technology",2006 – 2010,3460,2
2753,Crandon,,1989 – 1997,3460,2
2754,Universidad de la República,"Computer Analyst, Computer Science",2014,3461,2
2755,Universidad de la República,"Computer Engineer, Computer Science",,3461,2
2756,Universidad de las Ciencias Informáticas,Ingeniero en Ciencias Informáticas,2005 – 2010,3462,1
2757,Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'​,"MBA, Master in Business Administration",2007 – 2008,3463,3
2758,Universidad de la República,"Msc, Information Theory",2003 – 2006,3463,3
2759,Universidad de la República,"Master of Science (MSc), Engineer",1997 – 2001,3463,3
2762,Universidad ORT Uruguay,"Engineer's degree, Computer Science",2010 – 2017,3465,1
2763,Universidad de la Empresa,"Software Engineer, Computer Programming",2009 – 2012,3466,1
2764,Universidad Católica del Uruguay 'Dámaso Antonio Larranaga',"Engineering, Computer Science",2004 – 2010,3467,3
2765,University of Mississippi,"ESL, English as a Second Language",2009 – 2009,3467,3
2766,PMI Montevideo,,2012 – 2012,3467,3
2772,Universidad de la República,"BS in Computer Science, Computer Software Engineering",2004 – 2010,3469,1
2773,Universidad ORT Uruguay,,1998 – 2001,3470,1
2774,Universidad Católica del Uruguay 'Dámaso Antonio Larranaga',"Ingeniero en Informática, Ingeniería informática",1998 – 2004,3471,2
2775,Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'​,Master's degree,,3471,2
2777,Universidad de la República,Analista en Sistemas,,3473,1
2778,Universidad de la República,"Analista en Computación, Computer Systems Analysis/Analyst",2001 – 2007,3474,1
2779,Stanford University,Machine Learning,2012 – 2012,3475,2
2780,UniversitarÃ­o AutÃ³nomo del Sur,"BS, Software Engineer",2001 – 2007,3475,2
2781,Universidad ORT Uruguay,,2007 – 2011,3476,1
2792,Universidad de las Ciencias Informáticas,"Ingeniero en Ciencias Informáticas, Ingeniería en Ciencias Informáticas",2005 – 2010,3479,1
2793,Universidad ORT Uruguay,"Licentiate degree, Diseño gráfico",2009 – 2015,3480,2
2794,Deutsche Schule Montevideo,,1994 – 2008,3480,2
2795,Universitario Autonomo del Sur,"Licenciatura en Informatica, Informatica",,3481,1
2796,Universidad ORT Uruguay,Licenciatura en Sistemas,2008 – 2016,3482,1
2798,Universidad de la República,"Grado en Ingeniería, Ciencias de la computación",2016 – 2021,3484,2
2799,Universidad de la República,"Grado, Matemáticas",2014 – 2020,3484,2
2800,Universidad de la República,Engeneering,1995 – 2006,3485,1
2801,Universidad de la RepÃºblica,Computer Engineer,2002 – 2009,3486,1
2802,Universidad de la República,Bachelor in Computer Science,1997 – 2003,3487,4
2803,Juan XXIII,,1995 – 1996,3487,4
2804,Alianza Cultural Uruguay - Estados Unidos,"Proficiency, English",1994 – 2000,3487,4
2805,ICUB,"Avançado (Celpe-Bras), Português",2007 – 2010,3487,4
2808,Universidad de la República,"Computer Engineer, Ingeniería informática",2001 – 2014,3489,1
2809,"Facultad de Ingeniería (Universidad de la Republica), Uruguay", BS in Computer Science,March 1994 – March 1999,3490,1
2810,Uruguayan Business Training Institute,PHP-MySQL Web programming (basic level),2016 – 2016,3491,10
2811,Uruguayan Training Institute,"PIC Electronics, Tecnología/Técnico de ingeniería eléctrica, electrónica y de comunicaciones",2013 – 2013,3491,10
2812,Uruguayan Training Institute,"TV and Radio Technician, Tecnología/Técnico de ingeniería eléctrica, electrónica y de comunicaciones",2012 – 2012,3491,10
2813,Uruguayan Training Institute,"Digital Electronics, Tecnología/Técnico de ingeniería eléctrica, electrónica y de comunicaciones",2012 – 2012,3491,10
2886,J. M. Tate Senior High School,,1996 – 1997,3524,2
2814,Uruguayan Training Institute,"Advanced General Electronics, Tecnología/Técnico de ingeniería eléctrica, electrónica y de comunicaciones",2011 – 2011,3491,10
2815,Computing Highest School,"PC Repairing, Mantenimiento y reparación eléctrica/electrónica",2007 – 2007,3491,10
2816,Uruguayan Computing Institute,"Visual Basic Programming, Programación informática",2004 – 2004,3491,10
2817,Uruguayan Computing Institute,"Tecnhical Programmer, Programación informática",2004 – 2004,3491,10
2818,Uruguayan Computing Institute,"Clipper Programming, Programación informática",2003 – 2003,3491,10
2819,Uruguayan Computing Institute,"Windows 98 Operator, Tecnología de la información",2000 – 2000,3491,10
2825,Universidad ORT Uruguay,Licenciado en IT,1995 – 1998,3496,1
2826,Universidad ORT Uruguay,"Bachelor’s Degree, Computer Engineer",2005 – 2013,3497,3
2827,Wayne High School,,2002 – 2004,3497,3
2828,Scuola Italiana di Montevideo,,1991 – 2004,3497,3
2829,Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'​,"Software Engineer, Computer Science",1995 – 2001,3498,2
2830,North Carolina State University,"Graduate, Computer Science",1998 – 1998,3498,2
2831,Universidad ORT Uruguay,"Engineer’s Degree, Engineer",2003 – 2013,3499,3
2832,Universidad de la República,,2000 – 2008,3499,3
2833,Lycée Français,,,3499,3
2834,Universidad de la República,"Engineer's Degree, Integración de sistemas y seguridad",2001 – 2013,3500,2
2835,Universidad ORT Uruguay,Education,2013 – 2014,3500,2
2836,Universidad de la República,"Ingeniero en Computación, Computer Science",2002 – 2013,3501,4
2837,Universidad de la República,"Analista en Computación, Computer Science",2002 – 2010,3501,4
2838,Universidad ORT Uruguay,"Curso de programador php 5 orientado a objetos, Computer Science",2007 – 2007,3501,4
2839,Colegio J. Zorrilla de San Martin (H.H.Maristas),"Bachiller, Education",1989 – 2001,3501,4
2840,ORT,Analista Programador,2005 – 2007,3502,1
2841,Universidad ORT Uruguay,"Programmer Analyst, Systems Engineering",2009 – 2011,3503,1
2842,Universidad de la República,"Ingeniería en Computación, Ingeniería",2014 – 2020,3504,3
2843,Juan XXIII,"Bachillerato, Ingenieria",2012 – 2013,3504,3
2844,Ivy Thomas Memorial School,,2008 – 2011,3504,3
2845,Universidad ORT Uruguay,"Program for Management Development Skills, Business Administration and Management, General",2015 – 2017,3505,4
2846,Certified Scrum Master,"Certified Scrum Master, Scrum",2015 – 2015,3505,4
2847,IBM Worklight,IBM Worklight Mobile Technical Sales Mastery,2014 – 2014,3505,4
2848,Universidad ORT Uruguay,"System Engineer, Software Engineering",1996 – 2001,3505,4
2849,Universidad de la República,Engineer's Degree,2003 – 2016,3506,3
2850,"Instituto Manuel Oribe, Florida",High School,2000 – 2001,3506,3
2851,"Colegio y Liceo Nuestra Señora del Huerto, Florida",High School,1996 – 1999,3506,3
2855,Universidad de la República,Software Engineer,1997 – 2003,3509,2
2856,Universidad de la República,,,3509,2
2857,ESADE Business & Law School,"PDC (Program in Commercial Management), Business, Management, Marketing, Digital Marketing",2015 – 2016,3510,4
2858,Universidad ORT Uruguay,Computer Science,2011 – 2015,3510,4
2859,Universidad ORT Uruguay,Telecommunication Engineering,1996 – 1999,3510,4
2860,Universidad ORT Uruguay,TV/Radio Technician,1989 – 1991,3510,4
2864,Universidad ORT Uruguay,Computer Science Degree,2010 – 2021,3513,5
2865,Universidad Católica del Uruguay 'Dámaso Antonio Larranaga',"Cisco CCNA (certificate on the to-do list), Network and System Administration/Administrator",2010 – 2011,3513,5
2866,Coursera Inc.,,2014 – 2016,3513,5
2867,Security Conferences,Computer and Information Systems Security/Information Assurance,,3513,5
2868,Colegio Hermanos Maristas,High School,2004 – 2006,3513,5
2870,Universidad de la República,"Ingeniería, Ingeniería en Computación",2006 – 2017,3515,1
2871,Universidad del trabajo Uruguay,Tecnólogo en Informática,2012 – 2016,3516,1
2872,Universidad ORT Uruguay,,2004 – 2006,3517,1
2875,Oracle University,"Certified Degree, Computer Software Engineering",2014 – 2015,3519,4
2876,University of Informatics Sciences (UCI),"Master's Degree, Computer Programming, Specific Applications",2008 – 2009,3519,4
2877,University of Informatics Sciences (UCI),"Engineer's Degree, Computer Software Engineering",2002 – 2005,3519,4
2878,University of Havana,"High School, Computer Programming/Programmer, General",2001 – 2002,3519,4
2882,Universidad Católica del Uruguay 'Dámaso Antonio Larranaga',"Engineer's degree, Information Technology",1997 – 2003,3522,1
2883,Universidad de las Ciencias Informáticas,"Ingeniería, Ingeniería de software",2005 – 2010,3523,2
2884,Universidad de las Ciencias Informáticas,"Ingeniería, Ingeniería informática",2005 – 2010,3523,2
2887,Universidad Central de Venezuela,"Licenciado en Computación, Computer Software Engineering",2003 – 2011,3525,1
2889,Universidad de la República,"analista en informatica, informatica",2000 – 2002,3528,4
2890,A+,"Programador de video juegos en unity, game development",2013 – 2014,3528,4
2891,anglo,"first certificate, language",1988 – 2000,3528,4
2892,Hermanos maristas,bachiller,1993 – 1999,3528,4
2893,Facultad de Ingenieria,"3th year, Ingenieria en computación",2011 – 2022,3529,2
2894,Facultad de Ingenieria UdelaR,Ingenieria en computacion,2011 – 2016,3529,2
2895,Instituto BIOS,"Programación Php y MySQL, Software informático y aplicaciones multimedia",2018 – 2018,3530,2
2896,Instituto BIOS,Diseño y Programación de videojuegos,2013 – 2016,3530,2
2898,Universidad ORT Uruguay,"Bachelor of Engineering - BE, Ingeniería en Sistemas",2011 – 2019,3532,2
2899,Escuela Técnica del Buceo,"Bachelor of Computers, Computer Science",2005 – 2007,3532,2
2904,Universidad de la República,"Igeniero en computación, Computer Software Engineering",1995 – 2015,3534,4
2905,Scrum Alliance,"CSPO Certified Scrum Product Owner, Agile software development methodologies",2013 – 2013,3534,4
2906,Scrum Alliance,"CSD Certified Scrum Developer, Agile software development methodologies",2011 – 2011,3534,4
2907,Scrum Alliance,"CSM Certified Scrum Master, Agile software development methodologies",2009 – 2009,3534,4
2913,Universidad de la República,Ingeniería en Computación,2009 – 2016,3537,5
2914,Universidad de la República,Analista en Computación,2009 – 2014,3537,5
2915,University of Cambridge,Certificate of Proficiency in English,2012 – 2012,3537,5
2916,Abstracta Academy,"Certification in Performance Testing with JMeter and BlazeMeter, Software Engineering",2016 – 2016,3537,5
2917,Artech,Analista GeneXus Ev2,2013 – 2013,3537,5
2921,Universidad de la República,Ingeniero en computación,2003 – 2010,3540,2
2922,Alianza Cultural Uruguay Estados Unidos,First Certificate,2014 – 2014,3540,2
2925,Universidad ORT Uruguay,Diploma de Especialización en Analítica de Big Data,2019 – 2020,3542,4
2926,Berlitz,English Language,2010 – 2010,3542,4
2927,Queen Victoria Institute,English language,2004 – 2005,3542,4
2928,"Facultad de Ingeniería, UdelaR","Engineer's degree, Computer Software Engineering",2003,3542,4
2929,Universidad de la República,Computer Engineering,2009 – 2019,3543,3
2930,Colegio y Liceo Ingles,"Bachelor's degree, Engineering",2003 – 2008,3543,3
2931,Saint Catherine`s School,,1994 – 2002,3543,3
2933,ORT,"Analista en Sistemas de la Informacion, Information Technology",2012 – 2015,3546,3
2934,"Utu de informática, Arias Balparda","Bachelor's degree, Information Technology",2007 – 2011,3546,3
2935,San José de la Providencia,,,3546,3
2936,Universidad ORT Uruguay,Analista Programador,2010,3547,3
2937,"Universidad Tecnológica del Uruguay, “La Blanqueada”",Bachillerato Tecnológico en Administración,2004,3547,3
2938,Escuela y Liceo Elbio Fernandez,,1999,3547,3
2939,Scrum Alliance,CSM - Certified Scrum Master,2010 – 2010,3548,2
2940,Universidad de la República,Computer Engeneering,1992 – 2007,3548,2
2941,Thomas Edison State University,"Master of Computer Applications (M.C.A.), Computer Science",,3549,1
2942,Universidad de la República,"Engineer's degree, Industrial and Product Design",2017 – 2022,3550,3
2943,Colorado College,"Liberal Arts, Sustainability Studies",2015 – 2017,3550,3
2944,UWC South East Asia,International Baccaularate,2013 – 2015,3550,3
2945,Universidad de las Ciencias Informáticas,"Engineer's Degree, Software Engineer, Software Development",2005 – 2010,3551,1
2946,Université Laval,"Exchange Student, Business Administration and Management, General",2015 – 2015,3552,3
2947,Universidad ORT Uruguay,"Engineer's Degree, Computer Engineering",2005 – 2015,3552,3
2948,Universidad de la República,"Engineer's degree, Computer and Information Sciences, General",2001 – 2004,3552,3
2951,Scuola Italiana di Montevideo,,1991 – 2004,3554,1
2955,Universidad de la República,"Ingeniero en Computación, Ciencias de la computación",2005 – 2013,3557,1
2957,Universidad Católica del Uruguay 'Dámaso Antonio Larranaga',"Bachelor of Engineering in Computer Science, Computer Engineering",2004 – 2010,3559,1
2958,University of the People,"Bachelor's degree, Business Administration and Management, General",2020 – 2024,3560,4
2959,British Computing Society,"Diploma in IT from the British Computing Society, IT",2008 – 2009,3560,4
2960,Broward College,"few courses, English and computing",2006 – 2007,3560,4
2961,Pontifícia Universidade Católica do Rio Grande do Sul,"Administracao de Empresas, Business Administration",1986 – 1988,3560,4
2962,Universidad ORT Uruguay,MBA,2005 – 2007,3561,2
2963,Universidad de la República,Computer Engineer,1992 – 1998,3561,2
2964,Universidad de Carabobo,"Bachelor of Science, Computer Science",1996 – 2001,3562,2
2965,Cristo Rey,Bachiller en ciencias,1990 – 1995,3562,2
2967,Universidad ORT Uruguay,,2007 – 2010,3564,1
2968,Universidad ORT Uruguay,"BS, Systems Engineer, Systems Engineering",,3565,2
2969,Ivy Thomas Memorial School,,1991 – 2002,3565,2
2970,Universidad ORT Uruguay,"Software Engineer - Bachelor Degree, Computer Software Engineering",2002 – 2011,3566,1
2971,Lindenwood University,"Bachelor of Science (B.S.), Computer Science",2008 – 2011,3567,3
2972,Preuniversitario Carrasco (PUC),Highschool Diploma in Engineering,2005 – 2007,3567,3
2973,"St. Patrick's College (Montevideo, Uruguay)","Elementary School Diploma, Middle School Diploma",1996 – 2004,3567,3
2974,Universidad de la República,"Analista en Computación, Ingenieria en Computación",1997 – 2003,3568,1
2975,Universidad ORT Uruguay,"Bachelor's degree, Information Technology",2005 – 2008,3569,2
2976,Universidad ORT Uruguay,"AT/I, IT",2004 – 2008,3569,2
2979,Universidad ORT Uruguay,"Ingeniero en SIstemas, Computer Science",1998 – 2002,3571,2
2980,Colegio y Liceo San Javier,"Bachiller en Ingenieria, Engineering",1992 – 1997,3571,2
2981,-,,,3572,1
2983,"Superintendencia de la Actividad Aseguradora, Venezuela","Diplomado de Seguros y Reaseguro, Diplomado en Seguros y Reaseguro",2013 – 2014,3575,3
2984,University of Havana,"Msc. Informática Aplicada, Ingeniería Mecánica",2005 – 2007,3575,3
2985,University of Havana,"Engineer's Degree, Ingenieria Mecánica",1997 – 2001,3575,3
2986,Universidad ORT Uruguay,"Bachelor of Engineering (B.Eng.), Computer Software Engineering",2010 – 2016,3576,2
2987,Universidad del trabajo Uruguay,Computer Software Technology/Technician,2006 – 2009,3576,2
2988,Universidad ORT Uruguay,Analista de Sistemas,1993 – 1998,3577,2
2989,Yavne,,,3577,2
2990,Clara Jackson de Heber,,,3578,1
2993,Universidad de la República,Especialización en Gestión de Datos y Sistemas de Información,2017 – 2018,3581,2
2994,Universidad de la República,"Engineer's degree, Computer Software Engineering",1999 – 2012,3581,2
2995,Universidad de la República,Computer Engineering,2015 – 2020,3582,3
2996,Scuola Italiana di Montevideo,Italian Language and Literature,2009 – 2014,3582,3
2997,University of Michigan,English Language,2012,3582,3
2998,Universidad ORT Uruguay,"Computer Science Engineer, Ingeniería en Computación",2001 – 2006,3583,1
3006,Universidad de la República,"Engineer's Degree, Computer Engineering",2010 – 2020,3585,4
3007,University of Cambridge,"Certificate In Advanced English , English Language",,3585,4
3008,University of Cambridge,"First Certificate In English , English Language",,3585,4
3009,University of Cambridge,"Certificate Of Proficiency In English , English Language",,3585,4
3010,Universidad Católica del Uruguay 'Dámaso Antonio Larranaga',"Software Engineer, Software Engineer",2008 – 2016,3586,1
3011,Universidad de la República,Systems Engineer,1998 – 2003,3587,1
3013,Universidad Tecnológica Nacional,"Analista de Sistemas (Proximamente), Ingenieria en Sistemas",2011 – 2020,3589,1
3014,Lasalle-SIA College of the Arts,"Foundation Degree, Music - Jazz",2008 – 2009,3590,2
